Date,Action_Target,Price,Position_State,Portfolio_Value
2020-03-20,SHORT,29915.9609375,-1,111827.740234375
2020-03-23,SHORT,25981.240234375,-1,109749.373046875
2020-03-24,SHORT,26674.029296875,-1,104164.123046875
2020-03-25,FLAT,28535.779296875,0,104159.123046875
2020-03-26,SHORT,29946.76953125,-1,104552.662109375
2020-03-27,LONG,29815.58984375,1,100421.853515625
2020-03-30,SHORT,28440.3203125,-1,97332.34375
2020-03-31,LONG,29468.490234375,1,93717.8046875
2020-04-01,SHORT,28265.310546875,-1,95735.888671875
2020-04-03,LONG,27590.94921875,1,103159.673828125
2020-04-07,SHORT,30067.2109375,-1,103674.423828125
2020-04-08,LONG,29893.9609375,1,107466.3984375
2020-04-09,SHORT,31159.619140625,-1,108870.197265625
2020-04-13,LONG,30690.01953125,1,107934.5703125
2020-04-15,SHORT,30379.810546875,-1,107261.173828125
2020-04-16,LONG,30602.609375,1,110214.5078125
2020-04-17,SHORT,31588.720703125,-1,110031.669921875
2020-04-20,LONG,31648.0,1,106992.802734375
2020-04-21,SHORT,30636.7109375,-1,104759.283203125
2020-04-22,LONG,31379.55078125,1,106204.87109375
2020-04-23,SHORT,31863.080078125,-1,107807.44921875
2020-04-24,LONG,31327.220703125,1,109050.02734375
2020-04-27,SHORT,31743.080078125,-1,107930.708984375
2020-04-28,FLAT,32114.51953125,0,107925.708984375
2020-04-29,FLAT,32720.16015625,0,107925.708984375
2020-04-30,FLAT,33717.62109375,0,107925.708984375
2020-05-04,LONG,31715.349609375,1,107140.189453125
2020-05-05,SHORT,31453.509765625,-1,106438.46875
2020-05-06,LONG,31685.75,1,105706.361328125
2020-05-07,SHORT,31443.380859375,-1,105103.40625
2020-05-08,LONG,31642.69921875,1,104853.970703125
2020-05-11,SHORT,31561.220703125,-1,105419.275390625
2020-05-12,LONG,31371.119140625,1,107326.74609375
2020-05-13,SHORT,32008.609375,-1,109978.90234375
2020-05-14,LONG,31122.890625,1,109898.421875
2020-05-15,SHORT,31097.73046875,-1,113099.671875
2020-05-18,LONG,30028.98046875,1,113596.240234375
2020-05-19,SHORT,30196.169921875,-1,111723.921875
2020-05-20,LONG,30818.609375,1,112061.794921875
2020-05-21,SHORT,30932.900390625,-1,112837.7265625
2020-05-22,LONG,30672.58984375,1,112642.859375
2020-05-26,LONG,30609.30078125,1,115630.619140625
2020-05-27,SHORT,31605.220703125,-1,113839.51171875
2020-05-28,LONG,32200.58984375,1,114505.041015625
2020-05-29,SHORT,32424.099609375,-1,111861.78125
2020-06-01,FLAT,33303.51953125,0,111856.78125
2020-06-02,FLAT,33825.53125,0,111856.78125
2020-06-03,FLAT,34109.5390625,0,111856.78125
2020-06-04,LONG,33980.69921875,1,112776.3984375
2020-06-05,FLAT,34287.23828125,0,112771.3984375
2020-06-08,FLAT,34370.578125,0,112771.3984375
2020-06-09,LONG,33956.69140625,1,113642.4765625
2020-06-10,FLAT,34247.05078125,0,113637.4765625
2020-06-11,LONG,33538.37109375,1,114365.03515625
2020-06-12,SHORT,33780.890625,-1,116016.3046875
2020-06-15,LONG,33228.80078125,1,117140.55859375
2020-06-16,SHORT,33605.21875,-1,117427.44921875
2020-06-17,FLAT,33507.921875,0,117422.44921875
2020-06-18,FLAT,34208.05078125,0,117422.44921875
2020-06-19,FLAT,34731.73046875,0,117422.44921875
2020-06-22,FLAT,34911.3203125,0,117422.44921875
2020-06-23,FLAT,35430.4296875,0,117422.44921875
2020-06-24,FLAT,34868.98046875,0,117422.44921875
2020-06-25,FLAT,34842.1015625,0,117422.44921875
2020-06-26,FLAT,35171.26953125,0,117422.44921875
2020-06-29,FLAT,34961.51953125,0,117422.44921875
2020-06-30,FLAT,34915.80078125,0,117422.44921875
2020-07-01,FLAT,35414.44921875,0,117422.44921875
2020-07-02,FLAT,35843.69921875,0,117422.44921875
2020-07-03,FLAT,36021.421875,0,117422.44921875
2020-07-06,FLAT,36487.28125,0,117422.44921875
2020-07-07,FLAT,36674.51953125,0,117422.44921875
2020-07-08,FLAT,36329.01171875,0,117422.44921875
2020-07-09,FLAT,36737.69140625,0,117422.44921875
2020-07-10,FLAT,36594.328125,0,117422.44921875
2020-07-13,FLAT,36693.69140625,0,117422.44921875
2020-07-14,SHORT,36033.05859375,-1,117366.19921875
2020-07-15,LONG,36051.80859375,1,118620.8125
2020-07-16,FLAT,36471.6796875,0,118615.8125
2020-07-17,FLAT,37020.140625,0,118615.8125
2020-07-20,FLAT,37418.98828125,0,118615.8125
2020-07-21,FLAT,37930.328125,0,118615.8125
2020-07-22,FLAT,37871.51953125,0,118615.8125
2020-07-23,FLAT,38140.46875,0,118615.8125
2020-07-24,FLAT,38128.8984375,0,118615.8125
2020-07-27,FLAT,37934.73046875,0,118615.8125
2020-07-28,FLAT,38492.94921875,0,118615.8125
2020-07-29,LONG,38071.12890625,1,117610.63671875
2020-07-30,SHORT,37736.0703125,-1,117993.17578125
2020-07-31,LONG,37606.890625,1,115986.30859375
2020-08-03,SHORT,36939.6015625,-1,113736.3828125
2020-08-04,FLAT,37687.91015625,0,113731.3828125
2020-08-05,SHORT,37663.328125,-1,112645.01953125
2020-08-06,FLAT,38025.44921875,0,112640.01953125
2020-08-07,SHORT,38040.5703125,-1,112357.00390625
2020-08-10,FLAT,38182.078125,0,112352.00390625
2020-08-11,FLAT,38407.01171875,0,112352.00390625
2020-08-12,FLAT,38369.62890625,0,112352.00390625
2020-08-13,SHORT,38310.48828125,-1,113218.30078125
2020-08-14,LONG,37877.33984375,1,113560.18359375
2020-08-17,SHORT,38050.78125,-1,112600.10546875
2020-08-18,FLAT,38528.3203125,0,112595.10546875
2020-08-19,FLAT,38614.7890625,0,112595.10546875
2020-08-20,SHORT,38220.390625,-1,112166.44921875
2020-08-21,FLAT,38434.71875,0,112161.44921875
2020-08-24,FLAT,38799.078125,0,112161.44921875
2020-08-25,FLAT,38843.87890625,0,112161.44921875
2020-08-26,FLAT,39073.921875,0,112161.44921875
2020-08-27,FLAT,39113.46875,0,112161.44921875
2020-08-28,FLAT,39467.30859375,0,112161.44921875
2020-08-31,SHORT,38628.2890625,-1,111616.42578125
2020-09-01,FLAT,38900.80078125,0,111611.42578125
2020-09-02,FLAT,39086.03125,0,111611.42578125
2020-09-03,SHORT,38990.94140625,-1,112878.94921875
2020-09-04,LONG,38357.1796875,1,112994.05078125
2020-09-07,SHORT,38417.23046875,-1,113092.80859375
2020-09-08,FLAT,38365.3515625,0,113087.80859375
2020-09-09,SHORT,38193.921875,-1,111795.01171875
2020-09-10,FLAT,38840.3203125,0,111790.01171875
2020-09-11,SHORT,38854.55078125,-1,111985.85546875
2020-09-14,FLAT,38756.62890625,0,111980.85546875
2020-09-15,FLAT,39044.3515625,0,111980.85546875
2020-09-16,FLAT,39302.8515625,0,111980.85546875
2020-09-17,SHORT,38979.8515625,-1,112248.91796875
2020-09-18,LONG,38845.8203125,1,110620.55859375
2020-09-21,SHORT,38034.140625,-1,111215.68359375
2020-09-22,LONG,37734.078125,1,111079.37109375
2020-09-23,SHORT,37668.421875,-1,113304.01171875
2020-09-24,SHORT,36553.6015625,-1,111633.89453125
2020-09-25,SHORT,37388.66015625,-1,110447.95703125
2020-09-28,FLAT,37981.62890625,0,110442.95703125
2020-09-29,SHORT,37973.21875,-1,110253.53515625
2020-09-30,LONG,38067.9296875,1,111506.77734375
2020-10-01,SHORT,38697.05078125,-1,110948.48046875
2020-10-05,FLAT,38973.69921875,0,110943.48046875
2020-10-06,FLAT,39574.5703125,0,110943.48046875
2020-10-07,FLAT,39878.94921875,0,110943.48046875
2020-10-08,FLAT,40182.671875,0,110943.48046875
2020-10-09,FLAT,40509.48828125,0,110943.48046875
2020-10-12,FLAT,40593.80078125,0,110943.48046875
2020-10-13,FLAT,40625.51171875,0,110943.48046875
2020-10-14,FLAT,40794.73828125,0,110943.48046875
2020-10-15,LONG,39728.41015625,1,111452.62109375
2020-10-16,SHORT,39982.98046875,-1,110550.37890625
2020-10-19,FLAT,40431.6015625,0,110545.37890625
2020-10-20,FLAT,40544.37109375,0,110545.37890625
2020-10-21,FLAT,40707.30859375,0,110545.37890625
2020-10-22,LONG,40558.48828125,1,110799.40234375
2020-10-23,SHORT,40685.5,-1,111874.40234375
2020-10-26,LONG,40145.5,1,112622.60546875
2020-10-27,SHORT,40522.1015625,-1,113816.88671875
2020-10-28,LONG,39922.4609375,1,113466.66796875
2020-10-29,SHORT,39749.8515625,-1,113733.23046875
2020-10-30,LONG,39614.0703125,1,114015.24609375
2020-11-02,SHORT,39757.578125,-1,113003.14453125
2020-11-03,LONG,40261.12890625,1,113708.16796875
2020-11-04,SHORT,40616.140625,-1,112255.12890625
2020-11-05,FLAT,41340.16015625,0,112250.12890625
2020-11-06,FLAT,41893.05859375,0,112250.12890625
2020-11-09,FLAT,42597.4296875,0,112250.12890625
2020-11-10,FLAT,43277.6484375,0,112250.12890625
2020-11-11,FLAT,43593.671875,0,112250.12890625
2020-11-12,FLAT,43357.19140625,0,112250.12890625
2020-11-13,FLAT,43443.0,0,112250.12890625
2020-11-17,FLAT,43952.7109375,0,112250.12890625
2020-11-18,FLAT,44180.05078125,0,112250.12890625
2020-11-19,FLAT,43599.9609375,0,112250.12890625
2020-11-20,FLAT,43882.25,0,112250.12890625
2020-11-23,FLAT,44077.1484375,0,112250.12890625
2020-11-24,FLAT,44523.01953125,0,112250.12890625
2020-11-25,FLAT,43828.1015625,0,112250.12890625
2020-11-26,FLAT,44259.73828125,0,112250.12890625
2020-11-27,FLAT,44149.71875,0,112250.12890625
2020-12-01,FLAT,44655.44140625,0,112250.12890625
2020-12-02,FLAT,44618.0390625,0,112250.12890625
2020-12-03,FLAT,44632.6484375,0,112250.12890625
2020-12-04,FLAT,45079.55078125,0,112250.12890625
2020-12-07,FLAT,45426.96875,0,112250.12890625
2020-12-08,FLAT,45608.51171875,0,112250.12890625
2020-12-09,FLAT,46103.5,0,112250.12890625
2020-12-10,FLAT,45959.87890625,0,112250.12890625
2020-12-11,FLAT,46099.01171875,0,112250.12890625
2020-12-14,FLAT,46253.4609375,0,112250.12890625
2020-12-15,FLAT,46263.171875,0,112250.12890625
2020-12-16,FLAT,46666.4609375,0,112250.12890625
2020-12-17,FLAT,46890.33984375,0,112250.12890625
2020-12-18,FLAT,46960.69140625,0,112250.12890625
2020-12-21,FLAT,45553.9609375,0,112250.12890625
2020-12-22,FLAT,46006.69140625,0,112250.12890625
2020-12-23,FLAT,46444.1796875,0,112250.12890625
2020-12-24,FLAT,46973.5390625,0,112250.12890625
2020-12-28,FLAT,47353.75,0,112250.12890625
2020-12-29,FLAT,47613.078125,0,112250.12890625
2020-12-30,FLAT,47746.21875,0,112250.12890625
2020-12-31,FLAT,47751.328125,0,112250.12890625
2021-01-01,FLAT,47868.98046875,0,112250.12890625
2021-01-04,FLAT,48176.80078125,0,112250.12890625
2021-01-05,FLAT,48437.78125,0,112250.12890625
2021-01-06,FLAT,48174.05859375,0,112250.12890625
2021-01-07,FLAT,48093.3203125,0,112250.12890625
2021-01-08,FLAT,48782.51171875,0,112250.12890625
2021-01-11,FLAT,49269.3203125,0,112250.12890625
2021-01-12,FLAT,49517.109375,0,112250.12890625
2021-01-13,FLAT,49492.3203125,0,112250.12890625
2021-01-14,FLAT,49584.16015625,0,112250.12890625
2021-01-15,FLAT,49034.671875,0,112250.12890625
2021-01-18,FLAT,48564.26953125,0,112250.12890625
2021-01-19,FLAT,49398.2890625,0,112250.12890625
2021-01-20,FLAT,49792.12109375,0,112250.12890625
2021-01-21,FLAT,49624.76171875,0,112250.12890625
2021-01-22,FLAT,48878.5390625,0,112250.12890625
2021-01-25,FLAT,48347.58984375,0,112250.12890625
2021-01-27,FLAT,47409.9296875,0,112250.12890625
2021-01-28,FLAT,46874.359375,0,112250.12890625
2021-01-29,FLAT,46285.76953125,0,112250.12890625
2021-02-01,FLAT,48600.609375,0,112250.12890625
2021-02-02,FLAT,49797.71875,0,112250.12890625
2021-02-03,FLAT,50255.75,0,112250.12890625
2021-02-04,FLAT,50614.2890625,0,112250.12890625
2021-02-05,FLAT,50731.62890625,0,112250.12890625
2021-02-08,FLAT,51348.76953125,0,112250.12890625
2021-02-09,FLAT,51329.078125,0,112250.12890625
2021-02-10,FLAT,51309.390625,0,112250.12890625
2021-02-11,FLAT,51531.51953125,0,112250.12890625
2021-02-12,FLAT,51544.30078125,0,112250.12890625
2021-02-15,FLAT,52154.12890625,0,112250.12890625
2021-02-16,FLAT,52104.171875,0,112250.12890625
2021-02-17,FLAT,51703.828125,0,112250.12890625
2021-02-18,FLAT,51324.69140625,0,112250.12890625
2021-02-19,FLAT,50889.76171875,0,112250.12890625
2021-02-22,FLAT,49744.3203125,0,112250.12890625
2021-02-23,FLAT,49751.41015625,0,112250.12890625
2021-02-24,FLAT,50781.69140625,0,112250.12890625
2021-02-25,FLAT,51039.30859375,0,112250.12890625
2021-02-26,FLAT,49099.98828125,0,112250.12890625
2021-03-01,FLAT,49849.83984375,0,112250.12890625
2021-03-02,FLAT,50296.890625,0,112250.12890625
2021-03-03,FLAT,51444.6484375,0,112250.12890625
2021-03-04,FLAT,50846.078125,0,112250.12890625
2021-03-05,FLAT,50405.3203125,0,112250.12890625
2021-03-08,FLAT,50441.0703125,0,112250.12890625
2021-03-09,FLAT,51025.48046875,0,112250.12890625
2021-03-10,FLAT,51279.51171875,0,112250.12890625
2021-03-12,FLAT,50792.078125,0,112250.12890625
2021-03-15,FLAT,50395.078125,0,112250.12890625
2021-03-16,FLAT,50363.9609375,0,112250.12890625
2021-03-17,FLAT,49801.62109375,0,112250.12890625
2021-03-18,FLAT,49216.51953125,0,112250.12890625
2021-03-19,FLAT,49858.23828125,0,112250.12890625
2021-03-22,FLAT,49771.2890625,0,112250.12890625
2021-03-23,FLAT,50051.44140625,0,112250.12890625
2021-03-24,FLAT,49180.30859375,0,112250.12890625
2021-03-25,FLAT,48440.12109375,0,112250.12890625
2021-03-26,FLAT,49008.5,0,112250.12890625
2021-03-30,FLAT,50136.578125,0,112250.12890625
2021-03-31,FLAT,49509.1484375,0,112250.12890625
2021-04-01,FLAT,50029.828125,0,112250.12890625
2021-04-05,FLAT,49159.3203125,0,112250.12890625
2021-04-06,FLAT,49201.390625,0,112250.12890625
2021-04-07,FLAT,49661.76171875,0,112250.12890625
2021-04-08,FLAT,49746.2109375,0,112250.12890625
2021-04-09,FLAT,49591.3203125,0,112250.12890625
2021-04-12,SHORT,47883.37890625,-1,110928.76953125
2021-04-13,FLAT,48544.05859375,0,110923.76953125
2021-04-15,FLAT,48803.6796875,0,110923.76953125
2021-04-16,FLAT,48832.03125,0,110923.76953125
2021-04-19,FLAT,47949.421875,0,110923.76953125
2021-04-20,FLAT,47705.80078125,0,110923.76953125
2021-04-22,FLAT,48080.671875,0,110923.76953125
2021-04-23,FLAT,47878.44921875,0,110923.76953125
2021-04-26,FLAT,48386.51171875,0,110923.76953125
2021-04-27,FLAT,48944.140625,0,110923.76953125
2021-04-28,FLAT,49733.83984375,0,110923.76953125
2021-04-29,FLAT,49765.94140625,0,110923.76953125
2021-04-30,FLAT,48782.359375,0,110923.76953125
2021-05-03,FLAT,48718.51953125,0,110923.76953125
2021-05-04,FLAT,48253.51171875,0,110923.76953125
2021-05-05,FLAT,48677.55078125,0,110923.76953125
2021-05-06,FLAT,48949.76171875,0,110923.76953125
2021-05-10,FLAT,49502.41015625,0,110923.76953125
2021-05-11,FLAT,49161.80859375,0,110923.76953125
2021-05-12,FLAT,48690.80078125,0,110923.76953125
2021-05-14,FLAT,48732.55078125,0,110923.76953125
2021-05-17,FLAT,49580.73046875,0,110923.76953125
2021-05-18,FLAT,50193.328125,0,110923.76953125
2021-05-19,FLAT,49902.640625,0,110923.76953125
2021-05-20,FLAT,49564.859375,0,110923.76953125
2021-05-21,FLAT,50540.48046875,0,110923.76953125
2021-05-24,FLAT,50651.8984375,0,110923.76953125
2021-05-25,FLAT,50637.53125,0,110923.76953125
2021-05-26,FLAT,51017.51953125,0,110923.76953125
2021-05-27,FLAT,51115.21875,0,110923.76953125
2021-05-28,FLAT,51422.87890625,0,110923.76953125
2021-05-31,FLAT,51937.44140625,0,110923.76953125
2021-06-01,FLAT,51934.87890625,0,110923.76953125
2021-06-02,FLAT,51849.48046875,0,110923.76953125
2021-06-03,FLAT,52232.4296875,0,110923.76953125
2021-06-04,FLAT,52100.05078125,0,110923.76953125
2021-06-07,FLAT,52328.51171875,0,110923.76953125
2021-06-08,FLAT,52275.5703125,0,110923.76953125
2021-06-09,FLAT,51941.640625,0,110923.76953125
2021-06-10,FLAT,52300.46875,0,110923.76953125
2021-06-11,FLAT,52474.76171875,0,110923.76953125
2021-06-14,FLAT,52551.53125,0,110923.76953125
2021-06-15,FLAT,52773.05078125,0,110923.76953125
2021-06-16,FLAT,52501.98046875,0,110923.76953125
2021-06-17,FLAT,52323.328125,0,110923.76953125
2021-06-18,FLAT,52344.44921875,0,110923.76953125
2021-06-21,FLAT,52574.4609375,0,110923.76953125
2021-06-22,FLAT,52588.7109375,0,110923.76953125
2021-06-23,FLAT,52306.078125,0,110923.76953125
2021-06-24,FLAT,52699.0,0,110923.76953125
2021-06-25,FLAT,52925.0390625,0,110923.76953125
2021-06-28,FLAT,52735.58984375,0,110923.76953125
2021-06-29,FLAT,52549.66015625,0,110923.76953125
2021-06-30,FLAT,52482.7109375,0,110923.76953125
2021-07-01,FLAT,52318.6015625,0,110923.76953125
2021-07-02,FLAT,52484.671875,0,110923.76953125
2021-07-05,FLAT,52880.0,0,110923.76953125
2021-07-06,FLAT,52861.1796875,0,110923.76953125
2021-07-07,FLAT,53054.76171875,0,110923.76953125
2021-07-08,FLAT,52568.94140625,0,110923.76953125
2021-07-09,FLAT,52386.19140625,0,110923.76953125
2021-07-12,FLAT,52372.69140625,0,110923.76953125
2021-07-13,FLAT,52769.73046875,0,110923.76953125
2021-07-14,FLAT,52904.05078125,0,110923.76953125
2021-07-15,FLAT,53158.8515625,0,110923.76953125
2021-07-16,FLAT,53140.05859375,0,110923.76953125
2021-07-19,FLAT,52553.3984375,0,110923.76953125
2021-07-20,SHORT,52198.51171875,-1,109646.37109375
2021-07-22,FLAT,52837.2109375,0,109641.37109375
2021-07-23,FLAT,52975.80078125,0,109641.37109375
2021-07-26,FLAT,52852.26953125,0,109641.37109375
2021-07-27,FLAT,52578.76171875,0,109641.37109375
2021-07-28,FLAT,52443.7109375,0,109641.37109375
2021-07-29,FLAT,52653.0703125,0,109641.37109375
2021-07-30,FLAT,52586.83984375,0,109641.37109375
2021-08-02,FLAT,52950.62890625,0,109641.37109375
2021-08-03,FLAT,53823.359375,0,109641.37109375
2021-08-04,FLAT,54369.76953125,0,109641.37109375
2021-08-05,FLAT,54492.83984375,0,109641.37109375
2021-08-06,FLAT,54277.71875,0,109641.37109375
2021-08-09,FLAT,54402.8515625,0,109641.37109375
2021-08-10,FLAT,54554.66015625,0,109641.37109375
2021-08-11,FLAT,54525.9296875,0,109641.37109375
2021-08-12,FLAT,54843.98046875,0,109641.37109375
2021-08-13,FLAT,55437.2890625,0,109641.37109375
2021-08-16,FLAT,55582.578125,0,109641.37109375
2021-08-17,FLAT,55792.26953125,0,109641.37109375
2021-08-18,FLAT,55629.48828125,0,109641.37109375
2021-08-20,FLAT,55329.3203125,0,109641.37109375
2021-08-23,FLAT,55555.7890625,0,109641.37109375
2021-08-24,FLAT,55958.98046875,0,109641.37109375
2021-08-25,FLAT,55944.2109375,0,109641.37109375
2021-08-26,FLAT,55949.1015625,0,109641.37109375
2021-08-27,FLAT,56124.71875,0,109641.37109375
2021-08-30,FLAT,56889.76171875,0,109641.37109375
2021-08-31,FLAT,57552.390625,0,109641.37109375
2021-09-01,FLAT,57338.2109375,0,109641.37109375
2021-09-02,FLAT,57852.5390625,0,109641.37109375
2021-09-03,FLAT,58129.94921875,0,109641.37109375
2021-09-06,FLAT,58296.91015625,0,109641.37109375
2021-09-07,FLAT,58279.48046875,0,109641.37109375
2021-09-08,FLAT,58250.26171875,0,109641.37109375
2021-09-09,FLAT,58305.0703125,0,109641.37109375
2021-09-13,FLAT,58177.76171875,0,109641.37109375
2021-09-14,FLAT,58247.08984375,0,109641.37109375
2021-09-15,FLAT,58723.19921875,0,109641.37109375
2021-09-16,FLAT,59141.16015625,0,109641.37109375
2021-09-17,FLAT,59015.890625,0,109641.37109375
2021-09-20,FLAT,58490.9296875,0,109641.37109375
2021-09-21,FLAT,59005.26953125,0,109641.37109375
2021-09-22,FLAT,58927.328125,0,109641.37109375
2021-09-23,FLAT,59885.359375,0,109641.37109375
2021-09-24,FLAT,60048.46875,0,109641.37109375
2021-09-27,FLAT,60077.87890625,0,109641.37109375
2021-09-28,FLAT,59667.6015625,0,109641.37109375
2021-09-29,FLAT,59413.26953125,0,109641.37109375
2021-09-30,FLAT,59126.359375,0,109641.37109375
2021-10-01,FLAT,58765.578125,0,109641.37109375
2021-10-04,FLAT,59299.3203125,0,109641.37109375
2021-10-05,FLAT,59744.87890625,0,109641.37109375
2021-10-06,FLAT,59189.73046875,0,109641.37109375
2021-10-07,FLAT,59677.828125,0,109641.37109375
2021-10-08,FLAT,60059.05859375,0,109641.37109375
2021-10-11,FLAT,60135.78125,0,109641.37109375
2021-10-12,FLAT,60284.30859375,0,109641.37109375
2021-10-13,FLAT,60737.05078125,0,109641.37109375
2021-10-14,FLAT,61305.94921875,0,109641.37109375
2021-10-18,FLAT,61765.58984375,0,109641.37109375
2021-10-19,FLAT,61716.05078125,0,109641.37109375
2021-10-20,FLAT,61259.9609375,0,109641.37109375
2021-10-21,FLAT,60923.5,0,109641.37109375
2021-10-22,FLAT,60821.62109375,0,109641.37109375
2021-10-25,FLAT,60967.05078125,0,109641.37109375
2021-10-26,FLAT,61350.26171875,0,109641.37109375
2021-10-27,FLAT,61143.328125,0,109641.37109375
2021-10-28,FLAT,59984.69921875,0,109641.37109375
2021-10-29,FLAT,59306.9296875,0,109641.37109375
2021-11-01,FLAT,60138.4609375,0,109641.37109375
2021-11-02,FLAT,60029.05859375,0,109641.37109375
2021-11-03,FLAT,59771.921875,0,109641.37109375
2021-11-04,FLAT,60067.62109375,0,109641.37109375
2021-11-08,FLAT,60545.609375,0,109641.37109375
2021-11-09,FLAT,60433.44921875,0,109641.37109375
2021-11-10,FLAT,60352.8203125,0,109641.37109375
2021-11-11,FLAT,59919.69140625,0,109641.37109375
2021-11-12,FLAT,60686.69140625,0,109641.37109375
2021-11-15,FLAT,60718.7109375,0,109641.37109375
2021-11-16,FLAT,60322.37109375,0,109641.37109375
2021-11-17,FLAT,60008.328125,0,109641.37109375
2021-11-18,FLAT,59636.01171875,0,109641.37109375
2021-11-22,SHORT,58465.890625,-1,109442.93359375
2021-11-23,FLAT,58664.328125,0,109437.93359375
2021-11-24,SHORT,58340.98828125,-1,108983.83203125
2021-11-25,FLAT,58795.08984375,0,108978.83203125
2021-11-26,SHORT,57107.1484375,-1,108825.40234375
2021-11-29,FLAT,57260.578125,0,108820.40234375
2021-11-30,FLAT,57064.87109375,0,108820.40234375
2021-12-01,FLAT,57684.7890625,0,108820.40234375
2021-12-02,FLAT,58461.2890625,0,108820.40234375
2021-12-03,FLAT,57696.4609375,0,108820.40234375
2021-12-06,SHORT,56747.140625,-1,107933.89453125
2021-12-07,FLAT,57633.6484375,0,107928.89453125
2021-12-08,FLAT,58649.6796875,0,107928.89453125
2021-12-09,FLAT,58807.12890625,0,107928.89453125
2021-12-10,FLAT,58786.671875,0,107928.89453125
2021-12-13,FLAT,58283.421875,0,107928.89453125
2021-12-14,FLAT,58117.08984375,0,107928.89453125
2021-12-15,FLAT,57788.03125,0,107928.89453125
2021-12-16,FLAT,57901.140625,0,107928.89453125
2021-12-17,FLAT,57011.73828125,0,107928.89453125
2021-12-20,SHORT,55822.01171875,-1,107431.89453125
2021-12-21,FLAT,56319.01171875,0,107426.89453125
2021-12-22,FLAT,56930.55859375,0,107426.89453125
2021-12-23,FLAT,57315.28125,0,107426.89453125
2021-12-24,FLAT,57124.30859375,0,107426.89453125
2021-12-27,FLAT,57420.23828125,0,107426.89453125
2021-12-28,FLAT,57897.48046875,0,107426.89453125
2021-12-29,FLAT,57806.48828125,0,107426.89453125
2021-12-30,FLAT,57794.3203125,0,107426.89453125
2021-12-31,FLAT,58253.8203125,0,107426.89453125
2022-01-03,FLAT,59183.21875,0,107426.89453125
2022-01-04,FLAT,59855.9296875,0,107426.89453125
2022-01-05,FLAT,60223.1484375,0,107426.89453125
2022-01-06,FLAT,59601.83984375,0,107426.89453125
2022-01-07,FLAT,59744.6484375,0,107426.89453125
2022-01-10,FLAT,60395.62890625,0,107426.89453125
2022-01-11,FLAT,60616.890625,0,107426.89453125
2022-01-12,FLAT,61150.0390625,0,107426.89453125
2022-01-13,FLAT,61235.30078125,0,107426.89453125
2022-01-14,FLAT,61223.03125,0,107426.89453125
2022-01-17,FLAT,61308.91015625,0,107426.89453125
2022-01-18,FLAT,60754.859375,0,107426.89453125
2022-01-19,FLAT,60098.8203125,0,107426.89453125
2022-01-20,FLAT,59464.62109375,0,107426.89453125
2022-01-21,FLAT,59037.1796875,0,107426.89453125
2022-01-24,FLAT,57491.51171875,0,107426.89453125
2022-01-25,FLAT,57858.1484375,0,107426.89453125
2022-01-27,FLAT,57276.94140625,0,107426.89453125
2022-01-28,FLAT,57200.23046875,0,107426.89453125
2022-01-31,FLAT,58014.171875,0,107426.89453125
2022-02-01,FLAT,58862.5703125,0,107426.89453125
2022-02-02,FLAT,59558.328125,0,107426.89453125
2022-02-03,FLAT,58788.01953125,0,107426.89453125
2022-02-04,FLAT,58644.8203125,0,107426.89453125
2022-02-07,FLAT,57621.19140625,0,107426.89453125
2022-02-08,FLAT,57808.578125,0,107426.89453125
2022-02-09,FLAT,58465.96875,0,107426.89453125
2022-02-10,FLAT,58926.03125,0,107426.89453125
2022-02-11,FLAT,58152.921875,0,107426.89453125
2022-02-14,SHORT,56405.83984375,-1,105690.68359375
2022-02-15,FLAT,58142.05078125,0,105685.68359375
2022-02-16,FLAT,57996.6796875,0,105685.68359375
2022-02-17,FLAT,57892.01171875,0,105685.68359375
2022-02-18,FLAT,57832.96875,0,105685.68359375
2022-02-21,FLAT,57683.58984375,0,105685.68359375
2022-02-22,FLAT,57300.6796875,0,105685.68359375
2022-02-23,FLAT,57232.05859375,0,105685.68359375
2022-02-24,SHORT,54529.91015625,-1,104357.07421875
2022-02-25,FLAT,55858.51953125,0,104352.07421875
2022-02-28,FLAT,56247.28125,0,104352.07421875
2022-03-02,SHORT,55468.8984375,-1,104718.29296875
2022-03-03,FLAT,55102.6796875,0,104713.29296875
2022-03-04,SHORT,54333.80859375,-1,106204.3515625
2022-03-07,FLAT,52842.75,0,106199.3515625
2022-03-08,FLAT,53424.08984375,0,106199.3515625
2022-03-09,FLAT,54647.328125,0,106199.3515625
2022-03-10,FLAT,55464.390625,0,106199.3515625
2022-03-11,FLAT,55550.30078125,0,106199.3515625
2022-03-14,FLAT,56486.01953125,0,106199.3515625
2022-03-15,FLAT,55776.8515625,0,106199.3515625
2022-03-16,FLAT,56816.6484375,0,106199.3515625
2022-03-17,FLAT,57863.9296875,0,106199.3515625
2022-03-21,FLAT,57292.48828125,0,106199.3515625
2022-03-22,FLAT,57989.30078125,0,106199.3515625
2022-03-23,FLAT,57684.8203125,0,106199.3515625
2022-03-24,FLAT,57595.6796875,0,106199.3515625
2022-03-25,FLAT,57362.19921875,0,106199.3515625
2022-03-28,FLAT,57593.48828125,0,106199.3515625
2022-03-29,FLAT,57943.6484375,0,106199.3515625
2022-03-30,FLAT,58683.98828125,0,106199.3515625
2022-03-31,FLAT,58568.51171875,0,106199.3515625
2022-04-01,FLAT,59276.69140625,0,106199.3515625
